swing,session,channel,n_samples,n_samples_last_250ms,n_samples_last_100ms,n_leverage,leverage_max_deg_per_ms,converged,on_bound,flat,boot_reps,boot_ok_frac,seed,pathological,delta_s,delta_ms,ci_delta_s,ci_delta_ms,tr_eff_s,resid_robust_deg,resid_med_abs_deg,loss,anchor_beta_deg,anchor_sigma_deg,anchor_weight,anchor_dt_ms,synth_rows_total
2026-07-08_Mark-Liversedge_Wrist_01__swing_0009,2026-07-08_Mark-Liversedge_Wrist_01,measured,134,25,2,0,0.0471202,0,1,0,100,0,20261062,0,0.05204,52.04,0,0,0.0199838,8.9762,6.07028,41.3333,nan,nan,nan,nan,nan
2026-07-08_Mark-Liversedge_Wrist_01__swing_0009,2026-07-08_Mark-Liversedge_Wrist_01,measured+anchor,135,26,3,1,0.333748,0,1,0,100,0,20261063,0,0.05204,52.04,0,0,0.0199838,8.97879,6.2094,56.7589,142.821,5,2.56,0,nan
2026-07-08_Mark-Liversedge_Wrist_01__swing_0009,2026-07-08_Mark-Liversedge_Wrist_01,synth,249,60,24,18,1.61627,0,1,0,100,0,20261064,0,0.05204,52.04,0,0,0.0199838,11.6389,8.15079,119.003,nan,nan,nan,nan,278
2026-07-08_Mark-Liversedge_Wrist_01__swing_0010,2026-07-08_Mark-Liversedge_Wrist_01,measured,145,25,3,1,1.62245,0,1,0,100,0,20261065,0,0.05204,52.04,0,0,0.0199838,11.0352,7.17695,47.2659,nan,nan,nan,nan,nan
2026-07-08_Mark-Liversedge_Wrist_01__swing_0010,2026-07-08_Mark-Liversedge_Wrist_01,measured+anchor,146,26,4,2,1.62245,0,1,0,100,0,20261066,0,0.05204,52.04,0,0,0.0199838,11.0929,7.18334,62.0442,145.148,5,2.56,0,nan
2026-07-08_Mark-Liversedge_Wrist_01__swing_0010,2026-07-08_Mark-Liversedge_Wrist_01,synth,291,60,24,18,1.62369,0,1,0,100,0,20261067,0,0.05204,52.04,0,0,0.0199838,12.1493,12.3203,126.525,nan,nan,nan,nan,322
2026-07-08_Mark-Liversedge_Wrist_01__swing_0011,2026-07-08_Mark-Liversedge_Wrist_01,measured,129,24,2,0,0.0469258,0,1,0,100,0,20261068,0,0.05204,52.04,0,0,0.0199838,11.0893,6.91546,55.949,nan,nan,nan,nan,nan
2026-07-08_Mark-Liversedge_Wrist_01__swing_0011,2026-07-08_Mark-Liversedge_Wrist_01,measured+anchor,130,25,3,1,0.333748,0,1,0,100,0,20261069,0,0.05204,52.04,0,0,0.0199838,11.0469,7.07673,71.7273,142.996,5,2.56,0,nan
2026-07-08_Mark-Liversedge_Wrist_01__swing_0011,2026-07-08_Mark-Liversedge_Wrist_01,synth,266,60,24,17,1.62679,0,1,0,100,0,20261070,0,0.05204,52.04,0,0,0.0199838,10.9328,10.7827,114.996,nan,nan,nan,nan,300
2026-07-09_Mark-Liversedge_Wrist_01__swing_0001,2026-07-09_Mark-Liversedge_Wrist_01,measured,153,36,14,10,1.62902,1,0,0,100,1,20261071,0,-0.01832,-18.32,0.0022355,2.2355,-0.0503762,6.19689,4.30809,30.162,nan,nan,nan,nan,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0001,2026-07-09_Mark-Liversedge_Wrist_01,measured+anchor,154,37,15,11,1.62902,1,0,0,100,1,20261072,0,-0.01856,-18.56,0.001962,1.962,-0.0506162,6.11067,4.39716,32.7408,-3.97692,5,2.56,0,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0001,2026-07-09_Mark-Liversedge_Wrist_01,synth,245,60,24,17,1.6242,1,0,0,100,1,20261073,0,-0.02096,-20.96,0.001717,1.717,-0.0530162,7.78855,4.92909,25.1646,nan,nan,nan,nan,273
2026-07-09_Mark-Liversedge_Wrist_01__swing_0002,2026-07-09_Mark-Liversedge_Wrist_01,measured,140,37,14,10,1.62646,1,0,0,100,1,20261074,0,-0.01044,-10.44,0.0031425,3.1425,-0.0424962,7.00942,5.34033,24.2761,nan,nan,nan,nan,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0002,2026-07-09_Mark-Liversedge_Wrist_01,measured+anchor,141,38,15,11,1.62646,1,0,0,100,1,20261075,0,-0.01046,-10.46,0.003244,3.244,-0.0425162,7.00215,5.31243,23.8424,16.2897,5,2.56,0,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0002,2026-07-09_Mark-Liversedge_Wrist_01,synth,228,60,24,18,1.61606,1,0,0,100,1,20261076,0,-0.00968,-9.68,0.0021565,2.1565,-0.0417362,6.03351,3.2096,22.8314,nan,nan,nan,nan,254
2026-07-09_Mark-Liversedge_Wrist_01__swing_0003,2026-07-09_Mark-Liversedge_Wrist_01,measured,137,37,14,11,1.61219,1,0,0,100,1,20261077,0,-0.0082,-8.2,0.001982,1.982,-0.0402562,6.7805,5.11714,22.7804,nan,nan,nan,nan,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0003,2026-07-09_Mark-Liversedge_Wrist_01,measured+anchor,138,38,15,12,1.61219,1,0,0,100,1,20261078,0,-0.00878,-8.78,0.0021745,2.1745,-0.0408362,6.77825,5.21079,24.8741,0.462829,5,2.56,0,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0003,2026-07-09_Mark-Liversedge_Wrist_01,synth,246,60,24,18,1.6165,1,0,0,100,1,20261079,0,-0.00854,-8.54,0.001493,1.493,-0.0405962,7.15629,5.22601,21.5909,nan,nan,nan,nan,274
2026-07-09_Mark-Liversedge_Wrist_01__swing_0004,2026-07-09_Mark-Liversedge_Wrist_01,measured,149,36,13,10,1.62314,1,0,0,100,1,20261080,0,-0.01236,-12.36,0.001543,1.543,-0.0444162,6.08414,4.66818,25.2523,nan,nan,nan,nan,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0004,2026-07-09_Mark-Liversedge_Wrist_01,measured+anchor,150,37,14,11,1.62314,1,0,0,100,1,20261081,0,-0.01274,-12.74,0.001661,1.661,-0.0447962,6.04462,4.70599,28.272,-4.57907,5,2.56,0,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0004,2026-07-09_Mark-Liversedge_Wrist_01,synth,240,60,24,17,1.62901,1,0,0,100,1,20261082,0,-0.01456,-14.56,0.001571,1.571,-0.0466162,8.39483,6.07723,31.1318,nan,nan,nan,nan,269
2026-07-09_Mark-Liversedge_Wrist_01__swing_0005,2026-07-09_Mark-Liversedge_Wrist_01,measured,139,38,15,11,1.61857,1,0,0,100,1,20261083,0,-0.00376,-3.76,0.003916,3.916,-0.0358162,6.33711,4.53599,33.152,nan,nan,nan,nan,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0005,2026-07-09_Mark-Liversedge_Wrist_01,measured+anchor,140,39,16,12,1.61857,1,0,0,100,1,20261084,0,-0.00352,-3.52,0.004252,4.252,-0.0355762,6.29917,4.57034,32.6626,21.5753,5,2.56,0,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0005,2026-07-09_Mark-Liversedge_Wrist_01,synth,239,60,24,17,1.62888,1,0,0,100,1,20261085,0,-0.00462,-4.62,0.0032225,3.2225,-0.0366762,7.78113,5.30341,32.5253,nan,nan,nan,nan,263
2026-07-09_Mark-Liversedge_Wrist_01__swing_0006,2026-07-09_Mark-Liversedge_Wrist_01,measured,135,36,15,11,1.61414,1,0,0,100,1,20261086,0,-0.0086,-8.6,0.001393,1.393,-0.0406562,5.25159,3.70432,25.4129,nan,nan,nan,nan,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0006,2026-07-09_Mark-Liversedge_Wrist_01,measured+anchor,136,37,16,12,1.61414,1,0,0,100,1,20261087,0,-0.00902,-9.02,0.001444,1.444,-0.0410762,5.31477,3.7743,26.2686,5.08959,5,2.56,0,nan
2026-07-09_Mark-Liversedge_Wrist_01__swing_0006,2026-07-09_Mark-Liversedge_Wrist_01,synth,229,60,24,18,1.62223,1,0,0,100,1,20261088,0,-0.00966,-9.66,0.0013825,1.3825,-0.0417162,6.81453,4.41725,27.7448,nan,nan,nan,nan,253
